First Name,Last Name,Position,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO
Dillon,Brooks,SF,6,6,27.8,10.5,0.5,2.5,3.0,1.8,0.2,0.0,1.2,3.3,1.6
Xavier,Tillman,F,6,6,30.5,8.7,2.8,5.2,8.0,3.2,0.7,0.7,0.7,2.8,4.8
Luke,Kennard,SG,5,0,21.4,7.2,1.0,3.0,4.0,1.4,0.8,0.0,0.2,1.6,7.0
Santi,Aldama,PF,6,0,16.8,6.5,1.2,3.2,4.3,1.2,0.5,0.0,0.3,0.8,3.5
Tyus,Jones,PG,6,1,20.0,4.5,0.5,2.5,3.0,3.7,1.3,0.0,1.3,0.8,2.8
David,Roddy,F,6,0,12.7,3.8,0.7,2.2,2.8,0.7,0.0,0.3,0.2,1.0,4.0
Kenneth,Lofton Jr.,F,4,0,3.0,1.8,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.0,INF
Ziaire,Williams,F,4,0,3.0,1.3,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.3,1.0
John,Konchar,SG,5,0,9.8,0.8,0.8,1.2,2.0,0.8,0.4,0.4,0.2,1.2,4.0
Zion,Williamson,PF,29,29,33.0,26.0,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,1.3
Brandon,Ingram,SF,45,45,34.2,24.7,0.5,5.0,5.5,5.8,0.7,0.4,3.3,2.6,1.8
CJ,McCollum,SG,75,75,35.3,20.9,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2.0,2.3
Trey,Murphy III,SG,79,65,31.0,14.5,0.7,2.8,3.6,1.4,1.1,0.5,0.8,2.0,1.8
Jonas,Valanciunas,C,79,79,24.9,14.1,2.8,7.3,10.2,1.8,0.3,0.7,2.0,3.1,0.9
Herbert,Jones,SF,66,66,29.6,9.8,1.5,2.6,4.1,2.5,1.6,0.6,1.3,3.2,1.8
Naji,Marshall,SF,77,21,23.3,9.1,0.6,3.0,3.6,2.5,0.7,0.2,1.3,1.5,1.9
Jose,Alvarado,PG,61,10,21.5,9.0,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,2.3
Josh,Richardson,SG,23,4,23.2,7.5,0.5,2.0,2.4,1.6,1.3,0.4,1.0,2.0,1.6
Willy,Hernangomez,C,38,2,12.1,6.9,1.5,3.2,4.7,0.9,0.4,0.3,1.0,1.7,0.8
Larry,Nance Jr.,PF,65,1,21.2,6.8,1.6,3.8,5.4,1.8,0.9,0.6,0.6,2.0,2.8
Devonte',Graham,PG,53,0,15.3,5.3,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,4.3
Jaxson,Hayes,C,47,2,13.0,5.0,0.8,2.0,2.8,0.7,0.4,0.4,0.7,1.4,1.1
Kira,Lewis Jr.,PG,25,0,9.4,4.6,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1.0,2.3
Dyson,Daniels,G,59,11,17.7,3.8,0.6,2.6,3.2,2.3,0.7,0.2,1.0,1.7,2.4
Garrett,Temple,SF,25,0,6.5,2.0,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,3.3
Dereon,Seabron,G,5,0,2.4,0.8,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0
Keldon,Johnson,SF,63,63,32.7,22.0,0.9,4.2,5.0,2.9,0.7,0.2,2.1,2.0,1.4
Devin,Vassell,SG,38,32,31.0,18.5,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,2.4
Devonte',Graham,PG,20,8,26.4,13.0,0.4,2.2,2.5,4.0,0.8,0.3,1.3,1.6,3.1
Tre,Jones,PG,68,65,29.2,12.9,0.8,2.8,3.6,6.6,1.3,0.1,1.6,1.4,4.1
Jakob,Poeltl,C,46,46,26.1,12.1,3.3,5.7,9.0,3.1,0.8,1.1,2.1,2.6,1.5
Zach,Collins,PF,63,26,22.9,11.6,1.8,4.5,6.4,2.9,0.6,0.8,2.0,3.2,1.4
Josh,Richardson,SG,42,6,23.7,11.5,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,2.2
Julian,Champagnie,F,15,3,20.9,11.0,0.7,3.3,4.0,0.7,0.3,0.3,0.7,1.7,0.9
Jeremy,Sochan,F,56,53,26.0,11.0,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,1.5
Sandro,Mamukelashvili,PF,19,7,23.3,10.8,2.7,4.1,6.8,2.4,0.5,0.4,1.4,1.7,1.8
Doug,McDermott,SF,64,0,20.5,10.2,0.4,1.8,2.2,1.4,0.2,0.1,0.9,1.8,1.6
Malaki,Branham,G,66,32,23.5,10.2,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,1.7
Keita,Bates-Diop,SF,67,42,21.7,9.7,1.0,2.7,3.7,1.5,0.7,0.3,0.8,0.9,1.8
Joshua,Primo,SG,4,0,23.3,7.0,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,1.6
Romeo,Langford,SG,43,21,19.6,6.9,1.3,1.3,2.7,1.2,0.6,0.3,0.7,1.6,1.7
Stanley,Johnson,SF,30,0,15.6,5.8,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,2.0
Charles,Bassey,C,35,2,14.5,5.7,2.1,3.4,5.5,1.3,0.5,0.9,1.2,2.1,1.1
Blake,Wesley,G,37,1,18.1,5.0,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8,1.5
Isaiah,Roby,F,42,2,11.3,4.1,0.5,2.1,2.6,0.9,0.4,0.2,0.7,1.3,1.2
Dominick,Barlow,F,28,0,14.6,3.9,1.6,2.0,3.6,0.9,0.4,0.7,0.5,2.0,1.6
Gorgui,Dieng,C,31,1,11.5,3.9,0.9,2.6,3.5,1.7,0.1,0.5,1.0,1.8,1.7
Jordan,Hall,G,9,0,9.2,3.1,0.3,1.0,1.3,1.2,0.1,0.0,0.8,0.7,1.6
Alize,Johnson,F,4,0,7.5,1.8,0.5,2.0,2.5,0.3,0.3,0.0,1.0,0.8,0.3
